,frame,id,x,y,w,h,confidence,class,visibility
373,98,2,2145.79,789.16,154.23000000000002,114.14999999999998,1,1,1.0
374,99,5,2470.14,986.41,225.5999999999999,214.13,1,1,1.0
375,99,6,1411.51,776.84,111.34999999999992,94.21999999999991,1,1,1.0
376,99,2,2142.36,787.16,154.23000000000002,114.14999999999998,1,1,1.0
377,100,5,2461.29,981.84,225.5999999999999,214.14,1,1,1.0
378,100,6,1410.94,779.98,111.34999999999992,94.22000000000004,1,1,1.0
379,100,2,2138.94,785.16,154.23000000000002,114.14999999999998,1,1,1.0
380,101,5,2452.44,977.27,225.5999999999999,214.1400000000001,1,1,1.0
381,101,6,1410.37,783.12,111.35000000000014,94.22000000000004,1,1,1.0
382,101,7,1450.34,611.82,111.35000000000014,117.05999999999996,1,1,1.0
383,101,8,1578.82,660.36,74.23000000000002,57.10000000000002,1,1,1.0
384,101,2,2135.51,783.16,154.22999999999956,114.14999999999998,1,1,1.0
385,102,5,2445.3,974.13,222.73999999999975,206.7199999999999,1,1,1.0
386,102,6,1408.09,784.27,111.34000000000016,94.21000000000004,1,1,1.0
387,102,7,1449.91,611.68,111.34999999999992,117.06000000000006,1,1,1.0
388,102,8,1578.25,660.79,74.23000000000002,57.10000000000002,1,1,1.0
389,102,2,2132.94,782.59,152.51999999999998,111.87,1,1,1.0
390,103,5,2438.16,971.0,219.89000000000036,199.29,1,1,1.0
391,103,6,1405.8,785.41,111.35000000000014,94.21000000000004,1,1,1.0
392,103,7,1449.49,611.54,111.33999999999992,117.05000000000008,1,1,1.0
393,103,8,1577.68,661.21,74.23000000000002,57.110000000000014,1,1,1.0
394,103,2,2130.37,782.02,150.80000000000018,109.59000000000005,1,1,1.0
395,104,5,2431.03,967.86,217.02999999999972,191.87,1,1,1.0
396,104,6,1403.52,786.55,111.34999999999992,94.22000000000004,1,1,1.0
397,104,7,1449.06,611.39,111.34000000000016,117.06000000000006,1,1,1.0
398,104,8,1577.1,661.64,74.24000000000001,57.10000000000002,1,1,1.0
399,104,2,2127.8,781.45,149.0899999999997,107.30999999999996,1,1,1.0
400,105,5,2423.89,964.72,214.17000000000007,184.44000000000003,1,1,1.0
401,105,6,1401.24,787.69,111.33999999999992,94.21999999999991,1,1,1.0
402,105,7,1448.63,611.25,111.33999999999992,117.05999999999996,1,1,1.0
403,105,8,1576.53,662.07,74.23000000000002,57.09999999999991,1,1,1.0
404,105,2,2125.23,780.88,147.3699999999999,105.02999999999996,1,1,1.0
405,106,5,2416.75,961.58,211.32000000000016,177.01999999999987,1,1,1.0
406,106,6,1398.95,788.83,111.34999999999992,94.21999999999991,1,1,1.0
407,106,7,1448.2,611.11,111.34999999999992,117.05999999999996,1,1,1.0
408,106,8,1575.96,662.5,74.23000000000002,57.10000000000002,1,1,1.0
409,106,2,2122.67,780.31,145.6500000000001,102.75,1,1,1.0
410,107,5,2409.61,958.45,208.4699999999998,169.58999999999992,1,1,1.0
411,107,6,1396.67,789.98,111.33999999999992,94.21000000000004,1,1,1.0
412,107,7,1447.77,610.97,111.34999999999992,117.04999999999995,1,1,1.0
413,107,8,1575.39,662.93,74.22999999999979,57.10000000000002,1,1,1.0
414,107,2,2120.1,779.73,143.94000000000003,100.48000000000002,1,1,1.0
415,108,5,2402.48,955.31,205.5999999999999,162.17000000000007,1,1,1.0
416,108,6,1394.38,791.12,111.34999999999992,94.21000000000004,1,1,1.0
417,108,7,1447.34,610.82,111.35000000000014,117.05999999999996,1,1,1.0
418,108,8,1574.82,663.36,74.23000000000002,57.10000000000002,1,1,1.0
419,108,2,2117.53,779.16,142.2199999999998,98.19000000000004,1,1,1.0
420,109,5,2395.34,952.17,202.75,154.7500000000001,1,1,1.0
421,109,6,1392.1,792.26,111.35000000000014,94.22000000000004,1,1,1.0
422,109,7,1446.92,610.68,111.33999999999992,117.06000000000006,1,1,1.0
423,109,8,1574.25,663.78,74.23000000000002,57.10000000000002,1,1,1.0
424,109,2,2114.96,778.59,140.50999999999976,95.90999999999995,1,1,1.0
425,110,5,2388.2,949.04,199.89000000000036,147.31999999999994,1,1,1.0
426,110,6,1389.82,793.4,111.34000000000016,94.22000000000004,1,1,1.0
427,110,7,1446.49,610.54,111.33999999999992,117.05000000000008,1,1,1.0
428,110,8,1573.68,664.21,74.23000000000002,57.09999999999991,1,1,1.0
429,110,2,2112.39,778.02,138.78999999999996,93.63,1,1,1.0
430,111,5,2381.06,945.9,197.04,139.89999999999998,1,1,1.0
431,111,6,1387.53,794.54,111.35000000000014,94.22000000000004,1,1,1.0
432,111,7,1446.06,610.4,111.34000000000016,117.05000000000008,1,1,1.0
433,111,8,1573.11,664.64,74.23000000000002,57.10000000000002,1,1,1.0
434,111,2,2109.82,777.45,137.07999999999993,91.34999999999992,1,1,1.0
435,112,5,2376.21,941.62,195.04,139.89999999999998,1,1,1.0
436,112,6,1387.25,795.69,111.33999999999992,94.20999999999992,1,1,1.0
437,112,7,1445.63,610.25,111.34999999999992,117.05999999999996,1,1,1.0
438,112,8,1572.54,665.07,74.23000000000002,57.09999999999991,1,1,1.0
439,112,2,2107.25,776.31,137.07999999999993,91.35000000000002,1,1,1.0
440,113,5,2371.35,937.33,193.05000000000015,139.89999999999998,1,1,1.0
441,113,6,1386.96,796.83,111.34999999999992,94.20999999999992,1,1,1.0
442,113,7,1445.2,610.11,111.34999999999992,117.05999999999996,1,1,1.0
443,113,8,1571.97,665.5,74.23000000000002,57.10000000000002,1,1,1.0
444,113,2,2104.68,775.17,137.08000000000038,91.35000000000002,1,1,1.0
445,114,5,2366.49,933.05,191.05000000000015,139.9000000000001,1,1,1.0
446,114,6,1386.68,797.97,111.33999999999992,94.22000000000004,1,1,1.0
447,114,7,1444.77,609.97,111.34999999999992,117.04999999999995,1,1,1.0
448,114,8,1571.39,665.93,74.24000000000001,57.10000000000002,1,1,1.0
449,114,2,2102.11,774.02,137.07999999999993,91.35000000000002,1,1,1.0
450,115,5,2361.64,928.77,189.05000000000015,139.9000000000001,1,1,1.0
451,115,6,1386.39,799.11,111.34999999999992,94.22000000000004,1,1,1.0
452,115,7,1444.35,609.82,111.34000000000016,117.05999999999996,1,1,1.0
453,115,8,1570.82,666.35,74.23000000000002,57.10000000000002,1,1,1.0
454,115,2,2099.54,772.88,137.07999999999993,91.35000000000002,1,1,1.0
455,116,5,2356.78,924.49,187.05999999999997,139.9000000000001,1,1,1.0
456,116,6,1386.1,800.25,111.35000000000014,94.22000000000004,1,1,1.0
457,116,7,1443.92,609.68,111.33999999999992,117.06000000000006,1,1,1.0
458,116,8,1570.25,666.78,74.23000000000002,57.10000000000002,1,1,1.0
459,116,2,2096.97,771.74,137.08000000000038,91.35000000000002,1,1,1.0
460,117,5,2351.93,920.2,185.05999999999997,139.89999999999986,1,1,1.0
461,117,6,1385.82,801.4,111.34000000000016,94.21000000000004,1,1,1.0
462,117,7,1443.49,609.54,111.33999999999992,117.06000000000006,1,1,1.0
463,117,8,1569.68,667.21,74.23000000000002,57.09999999999991,1,1,1.0
464,117,2,2094.4,770.6,137.07999999999993,91.35000000000002,1,1,1.0
465,118,5,2347.07,915.92,183.0699999999997,139.89999999999998,1,1,1.0
466,118,6,1385.53,802.54,111.35000000000014,94.21000000000004,1,1,1.0
467,118,7,1443.06,609.4,111.35000000000014,117.05000000000008,1,1,1.0
468,118,8,1569.11,667.64,74.23000000000002,57.10000000000002,1,1,1.0
469,118,2,2091.83,769.46,137.07999999999993,91.34999999999992,1,1,1.0
470,119,5,2342.21,911.64,181.07000000000016,139.89999999999998,1,1,1.0
471,119,6,1385.25,803.68,111.33999999999992,94.22000000000004,1,1,1.0
472,119,7,1442.63,609.25,111.34999999999992,117.05999999999996,1,1,1.0
473,119,8,1568.54,668.07,74.23000000000002,57.09999999999991,1,1,1.0
474,119,2,2089.26,768.31,137.07999999999993,91.35000000000002,1,1,1.0
475,120,5,2337.36,907.36,179.0699999999997,139.89999999999998,1,1,1.0
476,120,6,1384.96,804.82,111.34999999999992,94.21999999999991,1,1,1.0
477,120,7,1442.2,609.11,111.34999999999992,117.05999999999996,1,1,1.0
478,120,8,1567.97,668.5,74.23000000000002,57.10000000000002,1,1,1.0
479,120,2,2086.69,767.17,137.07999999999993,91.35000000000002,1,1,1.0
480,121,5,2332.5,903.07,177.07999999999993,139.89999999999998,1,1,1.0
481,121,6,1384.68,805.96,111.33999999999992,94.21999999999991,1,1,1.0
482,121,7,1441.78,608.97,111.33999999999992,117.04999999999995,1,1,1.0
483,121,8,1567.4,668.92,74.23000000000002,57.10000000000002,1,1,1.0
484,121,2,2084.12,766.03,137.07999999999993,91.35000000000002,1,1,1.0
485,122,5,2327.36,900.22,174.50999999999976,139.04999999999995,1,1,1.0
486,122,6,1382.68,809.1,111.33999999999992,94.22000000000004,1,1,1.0
487,122,7,1441.2,609.83,111.34999999999992,117.04999999999995,1,1,1.0
488,122,8,1567.4,669.78,74.23000000000002,57.10000000000002,1,1,1.0
489,122,2,2082.41,764.32,134.51000000000022,91.33999999999992,1,1,1.0
490,123,5,2322.22,897.36,171.94000000000003,138.19999999999993,1,1,1.0
491,123,6,1380.68,812.24,111.34999999999992,94.22000000000004,1,1,1.0
492,123,7,1440.63,610.68,111.34999999999992,117.06000000000006,1,1,1.0
493,123,8,1567.4,670.64,74.23000000000002,57.10000000000002,1,1,1.0
494,123,2,2080.7,762.6,131.94000000000003,91.34000000000005,1,1,1.0
495,124,5,2317.08,894.51,169.3800000000001,137.33999999999992,1,1,1.0
496,124,6,1378.68,815.39,111.34999999999992,94.21000000000004,1,1,1.0
497,124,7,1440.06,611.54,111.35000000000014,117.05000000000008,1,1,1.0
498,124,8,1567.4,671.49,74.23000000000002,57.10000000000002,1,1,1.0
499,124,2,2078.98,760.89,129.3800000000001,91.34000000000005,1,1,1.0
500,125,5,2311.94,891.65,166.80999999999997,136.49000000000012,1,1,1.0
501,125,6,1376.68,818.53,111.34999999999992,94.21000000000004,1,1,1.0
502,125,7,1439.49,612.39,111.34999999999992,117.06000000000006,1,1,1.0
503,125,8,1567.4,672.35,74.23000000000002,57.10000000000002,1,1,1.0
504,125,2,2077.27,759.18,126.80999999999996,91.33000000000004,1,1,1.0
505,126,5,2306.8,888.8,164.23999999999978,135.6400000000001,1,1,1.0
506,126,6,1374.68,821.67,111.34999999999992,94.21000000000004,1,1,1.0
507,126,7,1438.92,613.25,111.34999999999992,117.05999999999996,1,1,1.0
508,126,8,1567.4,673.21,74.23000000000002,57.09999999999991,1,1,1.0
509,126,2,2075.56,757.46,124.24000000000024,91.32999999999991,1,1,1.0
510,127,5,2301.67,885.94,161.65999999999983,134.78999999999996,1,1,1.0
511,127,6,1372.69,824.81,111.33999999999992,94.21000000000004,1,1,1.0
512,127,7,1438.35,614.11,111.34000000000016,117.04999999999995,1,1,1.0
513,127,8,1567.4,674.06,74.23000000000002,57.10000000000002,1,1,1.0
514,127,2,2073.84,755.75,121.67999999999984,91.32000000000004,1,1,1.0
515,128,5,2296.53,883.09,159.0899999999997,133.92999999999995,1,1,1.0
516,128,6,1370.69,827.95,111.33999999999992,94.20999999999992,1,1,1.0
517,128,7,1437.78,614.96,111.33999999999992,117.05999999999996,1,1,1.0
518,128,8,1567.4,674.92,74.23000000000002,57.10000000000002,1,1,1.0
519,128,2,2072.13,754.04,119.10999999999969,91.31000000000006,1,1,1.0
520,129,5,2291.39,880.23,156.5300000000002,133.07999999999993,1,1,1.0
521,129,6,1368.69,831.09,111.33999999999992,94.20999999999992,1,1,1.0
522,129,7,1437.21,615.82,111.33999999999992,117.05999999999996,1,1,1.0
523,129,8,1567.4,675.78,74.23000000000002,57.10000000000002,1,1,1.0
524,129,2,2070.42,752.33,116.53999999999996,91.30999999999996,1,1,1.0
525,130,5,2286.25,877.38,153.96000000000004,132.23000000000002,1,1,1.0
526,130,6,1366.69,834.23,111.34999999999992,94.21000000000004,1,1,1.0
527,130,7,1436.64,616.68,111.33999999999992,117.05000000000008,1,1,1.0
528,130,8,1567.4,676.63,74.23000000000002,57.10000000000002,1,1,1.0
529,130,2,2068.71,750.61,113.9699999999998,91.30999999999996,1,1,1.0
530,131,5,2281.11,874.52,151.38999999999987,131.38,1,1,1.0
531,131,6,1364.69,837.37,111.34999999999992,94.21000000000004,1,1,1.0
532,131,7,1436.06,617.53,111.35000000000014,117.06000000000006,1,1,1.0
533,131,8,1567.4,677.49,74.23000000000002,57.10000000000002,1,1,1.0
534,131,2,2066.99,748.9,111.41000000000032,91.30000000000008,1,1,1.0
535,132,5,2275.97,872.24,151.39000000000033,131.38,1,1,1.0
536,132,6,1363.84,839.94,111.34000000000016,94.20999999999992,1,1,1.0
537,132,7,1435.78,616.96,111.33999999999992,119.63,1,1,1.0
538,132,8,1567.4,678.63,74.23000000000002,57.10000000000002,1,1,1.0
539,132,2,2064.99,748.04,111.41000000000032,91.30000000000008,1,1,1.0
540,133,5,2270.83,869.96,151.38999999999987,131.37,1,1,1.0
541,133,6,1362.98,842.51,111.34999999999992,94.21000000000004,1,1,1.0
542,133,7,1435.49,616.39,111.34999999999992,122.20000000000005,1,1,1.0
543,133,8,1567.4,679.77,74.23000000000002,57.10000000000002,1,1,1.0
544,133,2,2063.0,747.19,111.40000000000008,91.29999999999995,1,1,1.0
545,134,5,2265.69,867.67,151.38999999999987,131.38,1,1,1.0
546,134,6,1362.12,845.08,111.35000000000014,94.20999999999992,1,1,1.0
547,134,7,1435.21,615.82,111.33999999999992,124.76999999999998,1,1,1.0
548,134,8,1567.4,680.91,74.23000000000002,57.10000000000002,1,1,1.0
549,134,2,2061.0,746.33,111.40000000000008,91.29999999999995,1,1,1.0
550,135,5,2260.55,865.39,151.38999999999987,131.37,1,1,1.0
551,135,6,1361.27,847.65,111.33999999999992,94.21000000000004,1,1,1.0
552,135,7,1434.92,615.25,111.34999999999992,127.34000000000005,1,1,1.0
553,135,8,1567.4,682.06,74.23000000000002,57.10000000000002,1,1,1.0
554,135,2,2059.0,745.47,111.40999999999984,91.29999999999995,1,1,1.0
555,136,5,2255.41,863.1,151.39000000000033,131.38,1,1,1.0
556,136,6,1360.41,850.22,111.34999999999992,94.20999999999992,1,1,1.0
557,136,7,1434.64,614.68,111.33999999999992,129.91000000000008,1,1,1.0
558,136,8,1567.4,683.2,74.23000000000002,57.09999999999991,1,1,1.0
559,136,2,2057.0,744.62,111.40999999999984,91.29999999999995,1,1,1.0
560,137,5,2250.28,860.82,151.38999999999987,131.38,1,1,1.0
561,137,6,1359.55,852.79,111.35000000000014,94.21000000000004,1,1,1.0
562,137,7,1434.35,614.11,111.35000000000014,132.49,1,1,1.0
563,137,8,1567.4,684.34,74.23000000000002,57.10000000000002,1,1,1.0
564,137,2,2055.0,743.76,111.40999999999984,91.29999999999995,1,1,1.0
565,138,5,2245.14,858.54,151.39000000000033,131.37,1,1,1.0
566,138,6,1358.7,855.36,111.33999999999992,94.21000000000004,1,1,1.0
567,138,7,1434.06,613.54,111.35000000000014,135.06000000000006,1,1,1.0
568,138,8,1567.4,685.48,74.23000000000002,57.10000000000002,1,1,1.0
569,138,2,2053.0,742.9,111.40999999999984,91.30000000000008,1,1,1.0
570,139,5,2240.0,856.25,151.38999999999987,131.38,1,1,1.0
571,139,6,1357.84,857.92,111.35000000000014,94.22000000000004,1,1,1.0
572,139,7,1433.78,612.97,111.35000000000014,137.63,1,1,1.0
573,139,8,1567.4,686.62,74.23000000000002,57.10000000000002,1,1,1.0
574,139,2,2051.0,742.05,111.40999999999984,91.30000000000008,1,1,1.0
575,140,5,2234.86,853.97,151.38999999999987,131.37,1,1,1.0
576,140,6,1356.98,860.49,111.34999999999992,94.22000000000004,1,1,1.0
577,140,7,1433.49,612.4,111.34999999999992,140.20000000000005,1,1,1.0
578,140,8,1567.4,687.77,74.23000000000002,57.10000000000002,1,1,1.0
579,140,2,2049.01,741.19,111.39999999999964,91.29999999999995,1,1,1.0
580,141,5,2229.72,851.68,151.39000000000033,131.38,1,1,1.0
581,141,6,1356.13,863.06,111.33999999999992,94.22000000000004,1,1,1.0
582,141,7,1433.21,611.82,111.33999999999992,142.77999999999997,1,1,1.0
583,141,8,1567.4,688.91,74.23000000000002,57.10000000000002,1,1,1.0
584,141,2,2047.01,740.33,111.39999999999986,91.29999999999995,1,1,1.0
585,142,5,2225.72,849.69,151.39000000000033,131.3699999999999,1,1,1.0
586,142,6,1354.98,865.35,111.34999999999992,94.20999999999992,1,1,1.0
587,142,7,1433.21,612.11,111.33999999999992,142.77999999999997,1,1,1.0
588,142,8,1567.4,689.76,74.23000000000002,57.110000000000014,1,1,1.0
589,142,2,2044.72,738.05,111.41000000000008,91.30000000000008,1,1,1.0
590,143,5,2221.72,847.69,151.4000000000001,131.3699999999999,1,1,1.0
591,143,6,1353.84,867.63,111.35000000000014,94.22000000000004,1,1,1.0
592,143,7,1433.21,612.4,111.33999999999992,142.76999999999998,1,1,1.0
593,143,8,1567.4,690.62,74.23000000000002,57.10000000000002,1,1,1.0
594,143,2,2042.44,735.77,111.40999999999984,91.30000000000008,1,1,1.0
595,144,5,2217.73,845.69,151.38999999999987,131.3699999999999,1,1,1.0
596,144,6,1352.7,869.92,111.34999999999992,94.21000000000004,1,1,1.0
597,144,7,1433.21,612.68,111.33999999999992,142.7800000000001,1,1,1.0
598,144,8,1567.4,691.48,74.23000000000002,57.10000000000002,1,1,1.0
599,144,2,2040.15,733.48,111.40999999999984,91.29999999999995,1,1,1.0
600,145,5,2213.73,843.69,151.38999999999987,131.38,1,1,1.0
601,145,6,1351.56,872.2,111.34000000000016,94.21999999999991,1,1,1.0
602,145,7,1433.21,612.97,111.33999999999992,142.76999999999998,1,1,1.0
603,145,8,1567.4,692.33,74.23000000000002,57.09999999999991,1,1,1.0
604,145,2,2037.87,731.2,111.41000000000032,91.29999999999995,1,1,1.0
605,146,5,2209.73,841.69,151.38999999999987,131.38,1,1,1.0
606,146,6,1350.42,874.48,111.33999999999992,94.22000000000004,1,1,1.0
607,146,7,1433.21,613.25,111.33999999999992,142.77999999999997,1,1,1.0
608,146,8,1567.4,693.19,74.23000000000002,57.09999999999991,1,1,1.0
609,146,2,2035.59,728.91,111.39999999999986,91.30000000000008,1,1,1.0
610,147,5,2205.74,839.69,151.39000000000033,131.38,1,1,1.0
611,147,6,1349.27,876.77,111.34999999999992,94.21000000000004,1,1,1.0
612,147,7,1433.21,613.54,111.33999999999992,142.76999999999998,1,1,1.0
613,147,8,1567.4,694.05,74.23000000000002,57.10000000000002,1,1,1.0
614,147,2,2033.3,726.63,111.41000000000008,91.29999999999995,1,1,1.0
615,148,5,2201.74,837.69,151.39000000000033,131.38,1,1,1.0
616,148,6,1348.13,879.05,111.34999999999992,94.22000000000004,1,1,1.0
617,148,7,1433.21,613.82,111.33999999999992,142.77999999999997,1,1,1.0
618,148,8,1567.4,694.9,74.23000000000002,57.10000000000002,1,1,1.0
619,148,2,2031.02,724.34,111.40999999999984,91.30999999999996,1,1,1.0
620,149,5,2197.74,835.7,151.39000000000033,131.37,1,1,1.0
621,149,6,1346.99,881.34,111.34999999999992,94.20999999999992,1,1,1.0
622,149,7,1433.21,614.11,111.33999999999992,142.76999999999998,1,1,1.0
623,149,8,1567.4,695.76,74.23000000000002,57.10000000000002,1,1,1.0
624,149,2,2028.73,722.06,111.40999999999984,91.30000000000008,1,1,1.0
625,150,5,2193.75,833.7,151.38999999999987,131.37,1,1,1.0
626,150,6,1345.85,883.62,111.34000000000016,94.21000000000004,1,1,1.0
627,150,7,1433.21,614.39,111.33999999999992,142.77999999999997,1,1,1.0
628,150,8,1567.4,696.62,74.23000000000002,57.10000000000002,1,1,1.0
629,150,2,2026.45,719.78,111.41000000000008,91.30000000000008,1,1,1.0
630,151,5,2189.75,831.7,151.38999999999987,131.37,1,1,1.0
631,151,6,1344.71,885.9,111.33999999999992,94.22000000000004,1,1,1.0
632,151,7,1433.21,614.68,111.33999999999992,142.7700000000001,1,1,1.0
633,151,8,1567.4,697.47,74.23000000000002,57.10000000000002,1,1,1.0
634,151,2,2024.17,717.49,111.40000000000008,91.29999999999995,1,1,1.0
635,152,5,2187.75,829.13,148.53999999999996,129.95000000000005,1,1,1.0
636,152,6,1341.56,889.04,113.35000000000014,94.22000000000004,1,1,1.0
637,152,7,1432.78,615.25,111.35000000000014,142.77999999999997,1,1,1.0
638,152,8,1566.83,698.04,74.23000000000002,57.10000000000002,1,1,1.0
639,152,2,2022.74,716.92,111.12000000000012,90.16000000000008,1,1,1.0
640,153,5,2185.75,826.56,145.67999999999984,128.5200000000001,1,1,1.0
641,153,6,1338.42,892.18,115.33999999999992,94.22000000000004,1,1,1.0
642,153,7,1432.35,615.82,111.35000000000014,142.77999999999997,1,1,1.0
643,153,8,1566.26,698.61,74.23000000000002,57.110000000000014,1,1,1.0
644,153,2,2021.31,716.35,110.82999999999991,89.01999999999998,1,1,1.0
645,154,5,2183.75,823.99,142.82999999999993,127.09000000000005,1,1,1.0
646,154,6,1335.28,895.32,117.33999999999992,94.21999999999991,1,1,1.0
647,154,7,1431.92,616.39,111.34999999999992,142.77999999999997,1,1,1.0
648,154,8,1565.68,699.19,74.23000000000002,57.09999999999991,1,1,1.0
649,154,2,2019.88,715.78,110.53999999999996,87.88,1,1,1.0
650,155,5,2181.75,821.42,139.9699999999998,125.66000000000008,1,1,1.0
651,155,6,1332.14,898.47,119.32999999999991,94.20999999999992,1,1,1.0
652,155,7,1431.49,616.96,111.34999999999992,142.77999999999997,1,1,1.0
653,155,8,1565.11,699.76,74.23000000000002,57.10000000000002,1,1,1.0
654,155,2,2018.46,715.21,110.23999999999978,86.75,1,1,1.0
655,156,5,2179.76,818.85,137.10999999999967,124.24,1,1,1.0
656,156,6,1329.0,901.61,121.32999999999991,94.21000000000004,1,1,1.0
657,156,7,1431.07,617.53,111.34000000000016,142.77999999999997,1,1,1.0
658,156,8,1564.54,700.33,74.23000000000002,57.09999999999991,1,1,1.0
659,156,2,2017.03,714.64,109.9599999999998,85.61000000000001,1,1,1.0
660,157,5,2177.76,816.28,134.25999999999976,122.81000000000006,1,1,1.0
661,157,6,1325.86,904.75,123.32000000000016,94.21000000000004,1,1,1.0
662,157,7,1430.64,618.1,111.33999999999992,142.77999999999997,1,1,1.0
663,157,8,1563.97,700.9,74.23000000000002,57.10000000000002,1,1,1.0
664,157,2,2015.6,714.07,109.67000000000009,84.46999999999991,1,1,1.0
665,158,5,2175.76,813.71,131.39999999999964,121.38,1,1,1.0
666,158,6,1322.72,907.89,125.31999999999994,94.21000000000004,1,1,1.0
667,158,7,1430.21,618.68,111.34999999999992,142.7700000000001,1,1,1.0
668,158,8,1563.4,701.47,74.23000000000002,57.10000000000002,1,1,1.0
669,158,2,2014.17,713.5,109.38000000000012,83.33000000000004,1,1,1.0
670,159,5,2173.76,811.14,128.54999999999973,119.95000000000005,1,1,1.0
671,159,6,1319.58,911.03,127.31000000000016,94.21000000000004,1,1,1.0
672,159,7,1429.78,619.25,111.35000000000014,142.76999999999998,1,1,1.0
673,159,8,1562.83,702.04,74.23000000000002,57.10000000000002,1,1,1.0
674,159,2,2012.74,712.92,109.08999999999992,82.20000000000005,1,1,1.0
675,160,5,2171.76,808.57,125.6899999999996,118.52999999999996,1,1,1.0
676,160,6,1316.44,914.17,129.30999999999997,94.21000000000004,1,1,1.0
677,160,7,1429.35,619.82,111.35000000000014,142.76999999999998,1,1,1.0
678,160,8,1562.26,702.61,74.23000000000002,57.10000000000002,1,1,1.0
679,160,2,2011.32,712.35,108.79999999999995,81.05999999999995,1,1,1.0
680,161,5,2169.76,806.0,122.83999999999968,117.10000000000002,1,1,1.0
681,161,6,1313.3,917.31,131.29999999999995,94.21000000000004,1,1,1.0
682,161,7,1428.93,620.39,111.33999999999992,142.76999999999998,1,1,1.0
683,161,8,1561.69,703.18,74.23000000000002,57.10000000000002,1,1,1.0
684,161,2,2009.89,711.78,108.51,79.92000000000007,1,1,1.0
685,162,5,2166.34,804.29,122.82999999999991,117.10000000000002,1,1,1.0
686,162,6,1310.44,921.02,131.30999999999997,94.22000000000004,1,1,1.0
687,162,7,1428.5,620.96,111.33999999999992,142.77999999999997,1,1,1.0
688,162,8,1561.69,704.9,74.23000000000002,57.10000000000002,1,1,1.0
689,162,2,2008.46,711.21,108.50999999999976,79.91999999999996,1,1,1.0
690,163,5,2162.91,802.58,122.84000000000016,117.08999999999992,1,1,1.0
691,163,6,1307.59,924.73,131.30000000000018,94.22000000000004,1,1,1.0
692,163,7,1428.07,621.53,111.34000000000016,142.77999999999997,1,1,1.0
693,163,8,1561.69,706.61,74.23000000000002,57.10000000000002,1,1,1.0
694,163,2,2007.03,710.64,108.5200000000002,79.91999999999996,1,1,1.0
695,164,5,2159.48,800.86,122.84000000000016,117.10000000000002,1,1,1.0
696,164,6,1304.73,928.44,131.30999999999997,94.21999999999991,1,1,1.0
697,164,7,1427.64,622.1,111.34999999999992,142.77999999999997,1,1,1.0
698,164,8,1561.69,708.32,74.23000000000002,57.09999999999991,1,1,1.0
699,164,2,2005.61,710.07,108.51,79.91999999999996,1,1,1.0
700,165,5,2156.06,799.15,122.84000000000016,117.10000000000002,1,1,1.0
701,165,6,1301.88,932.15,131.29999999999995,94.21999999999991,1,1,1.0
702,165,7,1427.21,622.67,111.34999999999992,142.7800000000001,1,1,1.0
703,165,8,1561.69,710.03,74.23000000000002,57.10000000000002,1,1,1.0
704,165,2,2004.18,709.5,108.51,79.91999999999996,1,1,1.0
705,166,5,2152.63,797.44,122.83999999999968,117.08999999999992,1,1,1.0
706,166,6,1299.02,935.87,131.30999999999997,94.20999999999992,1,1,1.0
707,166,7,1426.78,623.24,111.35000000000014,142.77999999999997,1,1,1.0
708,166,8,1561.69,711.75,74.23000000000002,57.10000000000002,1,1,1.0
709,166,2,2002.75,708.93,108.51000000000022,79.92000000000007,1,1,1.0
710,167,5,2149.21,795.72,122.82999999999991,117.10000000000002,1,1,1.0
711,167,6,1296.17,939.58,131.29999999999995,94.20999999999992,1,1,1.0
712,167,7,1426.36,623.81,111.34000000000016,142.7800000000001,1,1,1.0
713,167,8,1561.69,713.46,74.23000000000002,57.09999999999991,1,1,1.0
714,167,2,2001.32,708.36,108.5200000000002,79.90999999999997,1,1,1.0
715,168,5,2145.78,794.01,122.83999999999968,117.10000000000002,1,1,1.0
716,168,6,1293.31,943.29,131.30999999999997,94.21000000000004,1,1,1.0
717,168,7,1425.93,624.39,111.33999999999992,142.76999999999998,1,1,1.0
718,168,8,1561.69,715.17,74.23000000000002,57.10000000000002,1,1,1.0
719,168,2,1999.9,707.79,108.50999999999976,79.91000000000008,1,1,1.0
720,169,5,2142.35,792.3,122.84000000000016,117.10000000000002,1,1,1.0
721,169,6,1290.46,947.0,131.29999999999995,94.22000000000004,1,1,1.0
722,169,7,1425.5,624.96,111.33999999999992,142.76999999999998,1,1,1.0
723,169,8,1561.69,716.89,74.23000000000002,57.10000000000002,1,1,1.0
724,169,2,1998.47,707.21,108.51,79.91999999999996,1,1,1.0
725,170,5,2138.93,790.59,122.84000000000016,117.08999999999992,1,1,1.0
726,170,6,1287.6,950.71,131.31000000000017,94.22000000000004,1,1,1.0
727,170,7,1425.07,625.53,111.35000000000014,142.76999999999998,1,1,1.0
728,170,8,1561.69,718.6,74.23000000000002,57.10000000000002,1,1,1.0
729,170,2,1997.04,706.64,108.51000000000022,79.91999999999996,1,1,1.0
730,171,5,2135.5,788.87,122.84000000000016,117.10000000000002,1,1,1.0
731,171,6,1284.75,954.42,131.29999999999995,94.22000000000014,1,1,1.0
732,171,7,1424.64,626.1,111.34999999999992,142.76999999999998,1,1,1.0
733,171,8,1561.69,720.31,74.23000000000002,57.10000000000002,1,1,1.0
734,171,2,1995.62,706.07,108.51000000000022,79.91999999999996,1,1,1.0
